event_id,pipeline_id,task_id,event_type,status,event_timestamp,duration_sec,records_in,records_out,error_message,created_at
106,1,1,task_succeeded,success,2026-04-03 11:15:00,480,26302,21326,,2026-04-03 11:15:00
107,1,2,task_started,running,2026-04-03 11:17:00,,,,,2026-04-03 11:17:00
108,1,2,task_succeeded,success,2026-04-03 11:35:00,1080,10460,10284,,2026-04-03 11:35:00
109,1,3,task_started,running,2026-04-03 11:37:00,,,,,2026-04-03 11:37:00
110,1,3,task_succeeded,success,2026-04-03 11:45:00,480,2910,2393,,2026-04-03 11:45:00
111,1,,pipeline_completed,success,2026-04-03 11:46:00,2400,,,,2026-04-03 11:46:00
112,1,,pipeline_started,running,2026-04-03 06:48:00,,,,,2026-04-03 06:48:00
113,1,1,task_started,running,2026-04-03 06:50:00,,,,,2026-04-03 06:50:00
114,1,1,task_succeeded,success,2026-04-03 06:58:00,480,7674,6959,,2026-04-03 06:58:00
115,1,2,task_started,running,2026-04-03 07:01:00,,,,,2026-04-03 07:01:00
116,1,2,task_succeeded,success,2026-04-03 07:21:00,1200,45614,38948,,2026-04-03 07:21:00
117,1,3,task_started,running,2026-04-03 07:22:00,,,,,2026-04-03 07:22:00
118,1,3,task_succeeded,success,2026-04-03 07:25:00,180,3934,3529,,2026-04-03 07:25:00
119,1,,pipeline_completed,success,2026-04-03 07:26:00,2280,,,,2026-04-03 07:26:00
120,1,,pipeline_started,running,2026-04-02 12:55:00,,,,,2026-04-02 12:55:00
121,1,1,task_started,running,2026-04-02 12:56:00,,,,,2026-04-02 12:56:00
122,1,1,task_succeeded,success,2026-04-02 13:01:00,300,8126,7514,,2026-04-02 13:01:00
123,1,2,task_started,running,2026-04-02 13:02:00,,,,,2026-04-02 13:02:00
124,1,2,task_succeeded,success,2026-04-02 13:22:00,1200,1462,1279,,2026-04-02 13:22:00
125,1,3,task_started,running,2026-04-02 13:24:00,,,,,2026-04-02 13:24:00
126,1,3,task_succeeded,success,2026-04-02 13:28:00,240,18046,16380,,2026-04-02 13:28:00
127,1,,pipeline_completed,success,2026-04-02 13:29:00,2040,,,,2026-04-02 13:29:00
128,1,,pipeline_started,running,2026-04-01 09:36:00,,,,,2026-04-01 09:36:00
129,1,1,task_started,running,2026-04-01 09:37:00,,,,,2026-04-01 09:37:00
130,1,1,task_succeeded,success,2026-04-01 09:47:00,600,18749,15884,,2026-04-01 09:47:00
131,1,2,task_started,running,2026-04-01 09:48:00,,,,,2026-04-01 09:48:00
132,1,2,task_succeeded,success,2026-04-01 09:58:00,600,2352,2021,,2026-04-01 09:58:00
133,1,3,task_started,running,2026-04-01 10:01:00,,,,,2026-04-01 10:01:00
134,1,3,task_succeeded,success,2026-04-01 10:07:00,360,6785,5547,,2026-04-01 10:07:00
135,1,,pipeline_completed,success,2026-04-01 10:08:00,1920,,,,2026-04-01 10:08:00
136,1,,pipeline_started,running,2026-03-31 11:09:00,,,,,2026-03-31 11:09:00
137,1,1,task_started,running,2026-03-31 11:11:00,,,,,2026-03-31 11:11:00
138,1,1,task_succeeded,success,2026-03-31 11:19:00,480,5075,5002,,2026-03-31 11:19:00
139,1,2,task_started,running,2026-03-31 11:20:00,,,,,2026-03-31 11:20:00
140,1,2,task_succeeded,success,2026-03-31 11:37:00,1020,47401,43376,,2026-03-31 11:37:00
141,1,3,task_started,running,2026-03-31 11:40:00,,,,,2026-03-31 11:40:00
142,1,3,task_failed,failed,2026-03-31 11:46:00,360,46594,,schema mismatch,2026-03-31 11:46:00
143,1,3,task_retry,retrying,2026-03-31 11:48:00,,,,,2026-03-31 11:48:00
144,1,,pipeline_completed,completed_with_issues,2026-03-31 11:55:00,2760,,,,2026-03-31 11:55:00
145,1,,pipeline_started,running,2026-03-31 17:00:00,,,,,2026-03-31 17:00:00
146,1,1,task_started,running,2026-03-31 17:01:00,,,,,2026-03-31 17:01:00
147,1,1,task_succeeded,success,2026-03-31 17:10:00,540,13434,12498,,2026-03-31 17:10:00
148,1,2,task_started,running,2026-03-31 17:13:00,,,,,2026-03-31 17:13:00
149,1,2,task_succeeded,success,2026-03-31 17:28:00,900,4506,4090,,2026-03-31 17:28:00
150,1,3,task_started,running,2026-03-31 17:31:00,,,,,2026-03-31 17:31:00
151,1,3,task_succeeded,success,2026-03-31 17:35:00,240,34367,27868,,2026-03-31 17:35:00
152,1,,pipeline_completed,success,2026-03-31 17:36:00,2160,,,,2026-03-31 17:36:00
153,1,,pipeline_started,running,2026-03-30 03:22:00,,,,,2026-03-30 03:22:00
154,1,1,task_started,running,2026-03-30 03:23:00,,,,,2026-03-30 03:23:00
155,1,1,task_succeeded,success,2026-03-30 03:30:00,420,22987,20406,,2026-03-30 03:30:00
156,1,2,task_started,running,2026-03-30 03:31:00,,,,,2026-03-30 03:31:00
157,1,2,task_succeeded,success,2026-03-30 03:51:00,1200,5145,4283,,2026-03-30 03:51:00
158,1,3,task_started,running,2026-03-30 03:53:00,,,,,2026-03-30 03:53:00
159,1,3,task_succeeded,success,2026-03-30 04:00:00,420,40538,38043,,2026-03-30 04:00:00
160,1,,pipeline_completed,success,2026-03-30 04:01:00,2340,,,,2026-03-30 04:01:00
161,1,,pipeline_started,running,2026-03-30 16:52:00,,,,,2026-03-30 16:52:00
162,1,1,task_started,running,2026-03-30 16:55:00,,,,,2026-03-30 16:55:00
163,1,1,task_succeeded,success,2026-03-30 17:04:00,540,30675,30563,,2026-03-30 17:04:00
164,1,2,task_started,running,2026-03-30 17:07:00,,,,,2026-03-30 17:07:00
165,1,2,task_succeeded,success,2026-03-30 17:24:00,1020,14070,13057,,2026-03-30 17:24:00
166,1,3,task_started,running,2026-03-30 17:26:00,,,,,2026-03-30 17:26:00
167,1,3,task_succeeded,success,2026-03-30 17:30:00,240,33997,27273,,2026-03-30 17:30:00
168,1,,pipeline_completed,success,2026-03-30 17:31:00,2340,,,,2026-03-30 17:31:00
169,1,,pipeline_started,running,2026-03-29 09:21:00,,,,,2026-03-29 09:21:00
170,1,1,task_started,running,2026-03-29 09:23:00,,,,,2026-03-29 09:23:00
171,1,1,task_succeeded,success,2026-03-29 09:33:00,600,43789,35847,,2026-03-29 09:33:00
172,1,2,task_started,running,2026-03-29 09:34:00,,,,,2026-03-29 09:34:00
173,1,2,task_succeeded,success,2026-03-29 09:49:00,900,26968,25544,,2026-03-29 09:49:00
174,1,3,task_started,running,2026-03-29 09:52:00,,,,,2026-03-29 09:52:00
175,1,3,task_succeeded,success,2026-03-29 09:58:00,360,24913,23942,,2026-03-29 09:58:00
176,1,,pipeline_completed,success,2026-03-29 09:59:00,2280,,,,2026-03-29 09:59:00
177,1,,pipeline_started,running,2026-03-29 01:51:00,,,,,2026-03-29 01:51:00
178,1,1,task_started,running,2026-03-29 01:53:00,,,,,2026-03-29 01:53:00
179,1,1,task_succeeded,success,2026-03-29 01:59:00,360,29184,23772,,2026-03-29 01:59:00
180,1,2,task_started,running,2026-03-29 02:01:00,,,,,2026-03-29 02:01:00
181,1,2,task_succeeded,success,2026-03-29 02:16:00,900,22471,20916,,2026-03-29 02:16:00
182,1,3,task_started,running,2026-03-29 02:18:00,,,,,2026-03-29 02:18:00
183,1,3,task_succeeded,success,2026-03-29 02:25:00,420,23494,20923,,2026-03-29 02:25:00
184,1,,pipeline_completed,success,2026-03-29 02:26:00,2100,,,,2026-03-29 02:26:00
185,1,,pipeline_started,running,2026-03-28 16:12:00,,,,,2026-03-28 16:12:00
186,1,1,task_started,running,2026-03-28 16:13:00,,,,,2026-03-28 16:13:00
187,1,1,task_succeeded,success,2026-03-28 16:19:00,360,34994,32283,,2026-03-28 16:19:00
188,1,2,task_started,running,2026-03-28 16:21:00,,,,,2026-03-28 16:21:00
189,1,2,task_succeeded,success,2026-03-28 16:38:00,1020,12983,12406,,2026-03-28 16:38:00
190,1,3,task_started,running,2026-03-28 16:40:00,,,,,2026-03-28 16:40:00
191,1,3,task_succeeded,success,2026-03-28 16:47:00,420,31096,28791,,2026-03-28 16:47:00
192,1,,pipeline_completed,success,2026-03-28 16:48:00,2160,,,,2026-03-28 16:48:00
193,1,,pipeline_started,running,2026-03-28 18:42:00,,,,,2026-03-28 18:42:00
194,1,1,task_started,running,2026-03-28 18:44:00,,,,,2026-03-28 18:44:00
195,1,1,task_succeeded,success,2026-03-28 18:50:00,360,46925,38762,,2026-03-28 18:50:00
196,1,2,task_started,running,2026-03-28 18:53:00,,,,,2026-03-28 18:53:00
197,1,2,task_succeeded,success,2026-03-28 19:09:00,960,27132,23838,,2026-03-28 19:09:00
198,1,3,task_started,running,2026-03-28 19:10:00,,,,,2026-03-28 19:10:00
199,1,3,task_succeeded,success,2026-03-28 19:17:00,420,26397,24524,,2026-03-28 19:17:00
200,1,,pipeline_completed,success,2026-03-28 19:18:00,2160,,,,2026-03-28 19:18:00
201,1,,pipeline_started,running,2026-03-27 21:15:00,,,,,2026-03-27 21:15:00
202,1,1,task_started,running,2026-03-27 21:17:00,,,,,2026-03-27 21:17:00
203,1,1,task_succeeded,success,2026-03-27 21:24:00,420,4419,4042,,2026-03-27 21:24:00
204,1,2,task_started,running,2026-03-27 21:27:00,,,,,2026-03-27 21:27:00
205,1,2,task_succeeded,success,2026-03-27 21:46:00,1140,49282,47633,,2026-03-27 21:46:00
206,1,3,task_started,running,2026-03-27 21:48:00,,,,,2026-03-27 21:48:00
207,1,3,task_succeeded,success,2026-03-27 21:53:00,300,47159,39445,,2026-03-27 21:53:00
208,1,,pipeline_completed,success,2026-03-27 21:54:00,2340,,,,2026-03-27 21:54:00
209,1,,pipeline_started,running,2026-03-27 01:20:00,,,,,2026-03-27 01:20:00
210,1,1,task_started,running,2026-03-27 01:23:00,,,,,2026-03-27 01:23:00
211,1,1,task_succeeded,success,2026-03-27 01:30:00,420,39070,32574,,2026-03-27 01:30:00
212,1,2,task_started,running,2026-03-27 01:32:00,,,,,2026-03-27 01:32:00
213,1,2,task_failed,failed,2026-03-27 01:50:00,1080,10759,,connection timeout,2026-03-27 01:50:00
214,1,2,task_retry,retrying,2026-03-27 01:52:00,,,,,2026-03-27 01:52:00
215,1,3,task_started,running,2026-03-27 02:12:00,,,,,2026-03-27 02:12:00
216,1,3,task_succeeded,success,2026-03-27 02:15:00,180,44877,42224,,2026-03-27 02:15:00
217,1,,pipeline_completed,completed_with_issues,2026-03-27 02:16:00,3360,,,,2026-03-27 02:16:00
218,1,,pipeline_started,running,2026-03-26 10:26:00,,,,,2026-03-26 10:26:00
219,1,1,task_started,running,2026-03-26 10:28:00,,,,,2026-03-26 10:28:00
220,1,1,task_succeeded,success,2026-03-26 10:37:00,540,12398,11789,,2026-03-26 10:37:00
221,1,2,task_started,running,2026-03-26 10:40:00,,,,,2026-03-26 10:40:00
222,1,2,task_succeeded,success,2026-03-26 10:53:00,780,1086,1079,,2026-03-26 10:53:00
223,1,3,task_started,running,2026-03-26 10:55:00,,,,,2026-03-26 10:55:00
224,1,3,task_succeeded,success,2026-03-26 10:58:00,180,45816,42330,,2026-03-26 10:58:00
225,1,,pipeline_completed,success,2026-03-26 10:59:00,1980,,,,2026-03-26 10:59:00
226,1,,pipeline_started,running,2026-03-25 00:09:00,,,,,2026-03-25 00:09:00
227,1,1,task_started,running,2026-03-25 00:12:00,,,,,2026-03-25 00:12:00
228,1,1,task_succeeded,success,2026-03-25 00:21:00,540,27496,24199,,2026-03-25 00:21:00
229,1,2,task_started,running,2026-03-25 00:22:00,,,,,2026-03-25 00:22:00
230,1,2,task_succeeded,success,2026-03-25 00:37:00,900,22369,19803,,2026-03-25 00:37:00
231,1,3,task_started,running,2026-03-25 00:38:00,,,,,2026-03-25 00:38:00
232,1,3,task_succeeded,success,2026-03-25 00:43:00,300,28505,25739,,2026-03-25 00:43:00
233,1,,pipeline_completed,success,2026-03-25 00:44:00,2100,,,,2026-03-25 00:44:00
234,1,,pipeline_started,running,2026-03-25 01:55:00,,,,,2026-03-25 01:55:00
235,1,1,task_started,running,2026-03-25 01:57:00,,,,,2026-03-25 01:57:00
236,1,1,task_succeeded,success,2026-03-25 02:07:00,600,35780,29744,,2026-03-25 02:07:00
237,1,2,task_started,running,2026-03-25 02:10:00,,,,,2026-03-25 02:10:00
238,1,2,task_succeeded,success,2026-03-25 02:25:00,900,14599,13924,,2026-03-25 02:25:00
239,1,3,task_started,running,2026-03-25 02:27:00,,,,,2026-03-25 02:27:00
240,1,3,task_succeeded,success,2026-03-25 02:31:00,240,37975,37727,,2026-03-25 02:31:00
241,1,,pipeline_completed,success,2026-03-25 02:32:00,2220,,,,2026-03-25 02:32:00
242,1,,pipeline_started,running,2026-03-24 16:06:00,,,,,2026-03-24 16:06:00
243,1,1,task_started,running,2026-03-24 16:08:00,,,,,2026-03-24 16:08:00
244,1,1,task_succeeded,success,2026-03-24 16:17:00,540,35616,28797,,2026-03-24 16:17:00
245,1,2,task_started,running,2026-03-24 16:19:00,,,,,2026-03-24 16:19:00
246,1,2,task_succeeded,success,2026-03-24 16:33:00,840,47715,43170,,2026-03-24 16:33:00
247,1,3,task_started,running,2026-03-24 16:36:00,,,,,2026-03-24 16:36:00
248,1,3,task_succeeded,success,2026-03-24 16:43:00,420,49885,41643,,2026-03-24 16:43:00
249,1,,pipeline_completed,success,2026-03-24 16:44:00,2280,,,,2026-03-24 16:44:00
250,1,,pipeline_started,running,2026-03-24 13:30:00,,,,,2026-03-24 13:30:00
251,1,1,task_started,running,2026-03-24 13:33:00,,,,,2026-03-24 13:33:00
252,1,1,task_succeeded,success,2026-03-24 13:41:00,480,37884,34021,,2026-03-24 13:41:00
253,1,2,task_started,running,2026-03-24 13:43:00,,,,,2026-03-24 13:43:00
254,1,2,task_failed,failed,2026-03-24 14:02:00,1140,12171,,source data unavailable,2026-03-24 14:02:00
255,1,2,task_retry,retrying,2026-03-24 14:04:00,,,,,2026-03-24 14:04:00
256,1,3,task_started,running,2026-03-24 14:25:00,,,,,2026-03-24 14:25:00
257,1,3,task_succeeded,success,2026-03-24 14:33:00,480,24444,22907,,2026-03-24 14:33:00
258,1,,pipeline_completed,completed_with_issues,2026-03-24 14:34:00,3840,,,,2026-03-24 14:34:00
259,1,,pipeline_started,running,2026-03-23 19:15:00,,,,,2026-03-23 19:15:00
260,1,1,task_started,running,2026-03-23 19:18:00,,,,,2026-03-23 19:18:00
261,1,1,task_succeeded,success,2026-03-23 19:24:00,360,18660,18539,,2026-03-23 19:24:00
262,1,2,task_started,running,2026-03-23 19:25:00,,,,,2026-03-23 19:25:00
263,1,2,task_succeeded,success,2026-03-23 19:40:00,900,14185,11534,,2026-03-23 19:40:00
264,1,3,task_started,running,2026-03-23 19:42:00,,,,,2026-03-23 19:42:00
265,1,3,task_succeeded,success,2026-03-23 19:46:00,240,7040,5875,,2026-03-23 19:46:00
266,1,,pipeline_completed,success,2026-03-23 19:47:00,1920,,,,2026-03-23 19:47:00
267,1,,pipeline_started,running,2026-03-23 17:43:00,,,,,2026-03-23 17:43:00
268,1,1,task_started,running,2026-03-23 17:44:00,,,,,2026-03-23 17:44:00
269,1,1,task_succeeded,success,2026-03-23 17:52:00,480,32401,28413,,2026-03-23 17:52:00
270,1,2,task_started,running,2026-03-23 17:55:00,,,,,2026-03-23 17:55:00
271,1,2,task_succeeded,success,2026-03-23 18:13:00,1080,9505,9297,,2026-03-23 18:13:00
272,1,3,task_started,running,2026-03-23 18:14:00,,,,,2026-03-23 18:14:00
273,1,3,task_succeeded,success,2026-03-23 18:21:00,420,7431,6691,,2026-03-23 18:21:00
274,1,,pipeline_completed,success,2026-03-23 18:22:00,2340,,,,2026-03-23 18:22:00
275,1,,pipeline_started,running,2026-03-22 17:47:00,,,,,2026-03-22 17:47:00
276,1,1,task_started,running,2026-03-22 17:50:00,,,,,2026-03-22 17:50:00
277,1,1,task_succeeded,success,2026-03-22 17:58:00,480,2073,1971,,2026-03-22 17:58:00
278,1,2,task_started,running,2026-03-22 18:01:00,,,,,2026-03-22 18:01:00
279,1,2,task_succeeded,success,2026-03-22 18:18:00,1020,35365,29123,,2026-03-22 18:18:00
280,1,3,task_started,running,2026-03-22 18:20:00,,,,,2026-03-22 18:20:00
281,1,3,task_succeeded,success,2026-03-22 18:25:00,300,5276,4634,,2026-03-22 18:25:00
282,1,,pipeline_completed,success,2026-03-22 18:26:00,2340,,,,2026-03-22 18:26:00
283,1,,pipeline_started,running,2026-03-21 22:19:00,,,,,2026-03-21 22:19:00
284,1,1,task_started,running,2026-03-21 22:21:00,,,,,2026-03-21 22:21:00
285,1,1,task_succeeded,success,2026-03-21 22:31:00,600,30099,28675,,2026-03-21 22:31:00
286,1,2,task_started,running,2026-03-21 22:32:00,,,,,2026-03-21 22:32:00
287,1,2,task_succeeded,success,2026-03-21 22:46:00,840,13261,11867,,2026-03-21 22:46:00
288,1,3,task_started,running,2026-03-21 22:49:00,,,,,2026-03-21 22:49:00
289,1,3,task_succeeded,success,2026-03-21 22:56:00,420,17350,15793,,2026-03-21 22:56:00
290,1,,pipeline_completed,success,2026-03-21 22:57:00,2280,,,,2026-03-21 22:57:00
291,1,,pipeline_started,running,2026-03-20 01:21:00,,,,,2026-03-20 01:21:00
292,1,1,task_started,running,2026-03-20 01:24:00,,,,,2026-03-20 01:24:00
293,1,1,task_succeeded,success,2026-03-20 01:31:00,420,24233,23432,,2026-03-20 01:31:00
294,1,2,task_started,running,2026-03-20 01:34:00,,,,,2026-03-20 01:34:00
295,1,2,task_succeeded,success,2026-03-20 01:48:00,840,6520,5583,,2026-03-20 01:48:00
296,1,3,task_started,running,2026-03-20 01:50:00,,,,,2026-03-20 01:50:00
297,1,3,task_succeeded,success,2026-03-20 01:57:00,420,41297,36582,,2026-03-20 01:57:00
298,1,,pipeline_completed,success,2026-03-20 01:58:00,2220,,,,2026-03-20 01:58:00
299,1,,pipeline_started,running,2026-03-19 21:57:00,,,,,2026-03-19 21:57:00
300,1,1,task_started,running,2026-03-19 21:59:00,,,,,2026-03-19 21:59:00
301,1,1,task_succeeded,success,2026-03-19 22:06:00,420,18922,17216,,2026-03-19 22:06:00
